Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
3845,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (2,3,5,6)",Corner (2 3 5 6),Corner,"Corner (2,3,5,6)",9,5,400,N/A,,30,
3846,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (4,5,7,8)",Corner (4 5 7 8),Corner,"Corner (4,5,7,8)",9,5,400,N/A,,30,
3847,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (5,6,8,9)",Corner (5 6 8 9),Corner,"Corner (5,6,8,9)",9,5,400,N/A,,30,
3848,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (7,8,10,11)",Corner (7 8 10 11),Corner,"Corner (7,8,10,11)",9,5,400,N/A,,30,
3849,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (8,9,11,12)",Corner (8 9 11 12),Corner,"Corner (8,9,11,12)",9,5,400,N/A,,30,
3850,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (10,11,13,14)",Corner (10 11 13 14),Corner,"Corner (10,11,13,14)",9,5,400,N/A,,30,
3851,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (11,12,14,15)",Corner (11 12 14 15),Corner,"Corner (11,12,14,15)",9,5,400,N/A,,30,
3852,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (13,14,16,17)",Corner (13 14 16 17),Corner,"Corner (13,14,16,17)",9,5,400,N/A,,30,
3853,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (14,15,17,18)",Corner (14 15 17 18),Corner,"Corner (14,15,17,18)",9,5,400,N/A,,30,
3854,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (16,17,19,20)",Corner (16 17 19 20),Corner,"Corner (16,17,19,20)",9,5,400,N/A,,30,
3855,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (17,18,20,21)",Corner (17 18 20 21),Corner,"Corner (17,18,20,21)",9,5,400,N/A,,30,
3856,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (19,20,22,23)",Corner (19 20 22 23),Corner,"Corner (19,20,22,23)",9,5,400,N/A,,30,
3857,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (20,21,23,24)",Corner (20 21 23 24),Corner,"Corner (20,21,23,24)",9,5,400,N/A,,30,
3858,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (22,23,25,26)",Corner (22 23 25 26),Corner,"Corner (22,23,25,26)",9,5,400,N/A,,30,
3859,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (23,24,26,27)",Corner (23 24 26 27),Corner,"Corner (23,24,26,27)",9,5,400,N/A,,30,
3860,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (25,26,28,29)",Corner (25 26 28 29),Corner,"Corner (25,26,28,29)",9,5,400,N/A,,30,
3861,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (26,27,29,30)",Corner (26 27 29 30),Corner,"Corner (26,27,29,30)",9,5,400,N/A,,30,
3862,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (28,29,31,32)",Corner (28 29 31 32),Corner,"Corner (28,29,31,32)",9,5,400,N/A,,30,
3863,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (29,30,32,33)",Corner (29 30 32 33),Corner,"Corner (29,30,32,33)",9,5,400,N/A,,30,
3864,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (31,32,34,35)",Corner (31 32 34 35),Corner,"Corner (31,32,34,35)",9,5,400,N/A,,30,
3865,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (32,33,35,36)",Corner (32 33 35 36),Corner,"Corner (32,33,35,36)",9,5,400,N/A,,30,
3866,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (1-6),Line (1-6),Line,Line (1-6),6,5,600,N/A,,30,
3867,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (4-9),Line (4-9),Line,Line (4-9),6,5,600,N/A,,30,
3868,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (7-12),Line (7-12),Line,Line (7-12),6,5,600,N/A,,30,
3869,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (10-15),Line (10-15),Line,Line (10-15),6,5,600,N/A,,30,
3870,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (13-18),Line (13-18),Line,Line (13-18),6,5,600,N/A,,30,
3871,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (16-21),Line (16-21),Line,Line (16-21),6,5,600,N/A,,30,
3872,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (19-24),Line (19-24),Line,Line (19-24),6,5,600,N/A,,30,
3873,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (22-27),Line (22-27),Line,Line (22-27),6,5,600,N/A,,30,
3874,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (25-30),Line (25-30),Line,Line (25-30),6,5,600,N/A,,30,
3875,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (28-33),Line (28-33),Line,Line (28-33),6,5,600,N/A,,30,
3876,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Line (31-36),Line (31-36),Line,Line (31-36),6,5,600,N/A,,30,
3877,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,1st12,1st12,Dozen/Row,Dozen (1st),3,5,500,N/A,,30,
3878,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,2nd12,2nd12,Dozen/Row,Dozen (2nd),3,5,500,N/A,,30,
3879,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,3rd12,3rd12,Dozen/Row,Dozen (3rd),3,5,500,N/A,,30,
3880,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,2:1(1st),2:1(1st),Dozen/Row,Row (1st),3,5,500,N/A,,30,
3881,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,2:1(2nd),2:1(2nd),Dozen/Row,Row (2nd),3,5,500,N/A,,30,
3882,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,2:1(3rd),2:1(3rd),Dozen/Row,Row (3rd),3,5,500,N/A,,30,
3883,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Odd,Odd,Odd/Even,Odd,2,50,2500,N/A,,30,
3884,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Even,Even,Odd/Even,Even,2,50,2500,N/A,,30,
3885,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Black,Black,Black/Red,Black,2,50,2500,N/A,,30,
3886,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Red,Red,Black/Red,Red,2,50,2500,N/A,,30,
3887,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,1-18,1-18,High/Low,High Low (1-18),2,50,2500,N/A,,30,
3888,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,19-36,19-36,High/Low,High Low (19-36),2,50,2500,N/A,,30,
3889,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 0,Straight 0,Straight,Straight (0),36,10,200,N/A,,30,
3890,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 1,Straight 1,Straight,Straight (1),36,10,200,N/A,,30,
3891,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 2,Straight 2,Straight,Straight (2),36,10,200,N/A,,30,
3892,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 3,Straight 3,Straight,Straight (3),36,10,200,N/A,,30,
3893,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 4,Straight 4,Straight,Straight (4),36,10,200,N/A,,30,
3894,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 5,Straight 5,Straight,Straight (5),36,10,200,N/A,,30,
3895,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 6,Straight 6,Straight,Straight (6),36,10,200,N/A,,30,
3896,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 7,Straight 7,Straight,Straight (7),36,10,200,N/A,,30,
3897,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 8,Straight 8,Straight,Straight (8),36,10,200,N/A,,30,
3898,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 9,Straight 9,Straight,Straight (9),36,10,200,N/A,,30,
3899,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 10,Straight 10,Straight,Straight (10),36,10,200,N/A,,30,
3900,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 11,Straight 11,Straight,Straight (11),36,10,200,N/A,,30,
3901,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 12,Straight 12,Straight,Straight (12),36,10,200,N/A,,30,
3902,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 13,Straight 13,Straight,Straight (13),36,10,200,N/A,,30,
3903,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 14,Straight 14,Straight,Straight (14),36,10,200,N/A,,30,
3904,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 15,Straight 15,Straight,Straight (15),36,10,200,N/A,,30,
3905,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 16,Straight 16,Straight,Straight (16),36,10,200,N/A,,30,
3906,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 17,Straight 17,Straight,Straight (17),36,10,200,N/A,,30,
3907,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 18,Straight 18,Straight,Straight (18),36,10,200,N/A,,30,
3908,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 19,Straight 19,Straight,Straight (19),36,10,200,N/A,,30,
3909,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 20,Straight 20,Straight,Straight (20),36,10,200,N/A,,30,
3910,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 21,Straight 21,Straight,Straight (21),36,10,200,N/A,,30,
3911,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 22,Straight 22,Straight,Straight (22),36,10,200,N/A,,30,
3912,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 23,Straight 23,Straight,Straight (23),36,10,200,N/A,,30,
3913,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 24,Straight 24,Straight,Straight (24),36,10,200,N/A,,30,
3914,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 25,Straight 25,Straight,Straight (25),36,10,200,N/A,,30,
3915,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 26,Straight 26,Straight,Straight (26),36,10,200,N/A,,30,
3916,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 27,Straight 27,Straight,Straight (27),36,10,200,N/A,,30,
3917,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 28,Straight 28,Straight,Straight (28),36,10,200,N/A,,30,
3918,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 29,Straight 29,Straight,Straight (29),36,10,200,N/A,,30,
3919,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 30,Straight 30,Straight,Straight (30),36,10,200,N/A,,30,
3920,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 31,Straight 31,Straight,Straight (31),36,10,200,N/A,,30,
3921,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 32,Straight 32,Straight,Straight (32),36,10,200,N/A,,30,
3922,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 33,Straight 33,Straight,Straight (33),36,10,200,N/A,,30,
3923,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 34,Straight 34,Straight,Straight (34),36,10,200,N/A,,30,
3924,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 35,Straight 35,Straight,Straight (35),36,10,200,N/A,,30,
3925,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 36,Straight 36,Straight,Straight (36),36,10,200,N/A,,30,
3926,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 0,Straight 0,Straight (31/47/71),Straight (0),33.00,10,200,N/A,,30,
3927,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 1,Straight 1,Straight (31/47/71),Straight (1),33.00,10,200,N/A,,30,
3928,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 2,Straight 2,Straight (31/47/71),Straight (2),33.00,10,200,N/A,,30,
3929,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 3,Straight 3,Straight (31/47/71),Straight (3),33.00,10,200,N/A,,30,
3930,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 4,Straight 4,Straight (31/47/71),Straight (4),33.00,10,200,N/A,,30,
3931,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 5,Straight 5,Straight (31/47/71),Straight (5),33.00,10,200,N/A,,30,
3932,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 6,Straight 6,Straight (31/47/71),Straight (6),33.00,10,200,N/A,,30,
3933,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 7,Straight 7,Straight (31/47/71),Straight (7),33.00,10,200,N/A,,30,
3934,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 8,Straight 8,Straight (31/47/71),Straight (8),33.00,10,200,N/A,,30,
3935,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 9,Straight 9,Straight (31/47/71),Straight (9),33.00,10,200,N/A,,30,
3936,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 10,Straight 10,Straight (31/47/71),Straight (10),33.00,10,200,N/A,,30,
3937,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 11,Straight 11,Straight (31/47/71),Straight (11),33.00,10,200,N/A,,30,
3938,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 12,Straight 12,Straight (31/47/71),Straight (12),33.00,10,200,N/A,,30,
3939,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 13,Straight 13,Straight (31/47/71),Straight (13),33.00,10,200,N/A,,30,
3940,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 14,Straight 14,Straight (31/47/71),Straight (14),33.00,10,200,N/A,,30,
3941,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 15,Straight 15,Straight (31/47/71),Straight (15),33.00,10,200,N/A,,30,
3942,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 16,Straight 16,Straight (31/47/71),Straight (16),33.00,10,200,N/A,,30,
3943,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 17,Straight 17,Straight (31/47/71),Straight (17),33.00,10,200,N/A,,30,
3944,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 18,Straight 18,Straight (31/47/71),Straight (18),33.00,10,200,N/A,,30,
3945,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 19,Straight 19,Straight (31/47/71),Straight (19),33.00,10,200,N/A,,30,
3946,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 20,Straight 20,Straight (31/47/71),Straight (20),33.00,10,200,N/A,,30,
3947,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 21,Straight 21,Straight (31/47/71),Straight (21),33.00,10,200,N/A,,30,
3948,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 22,Straight 22,Straight (31/47/71),Straight (22),33.00,10,200,N/A,,30,
3949,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 23,Straight 23,Straight (31/47/71),Straight (23),33.00,10,200,N/A,,30,
3950,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 24,Straight 24,Straight (31/47/71),Straight (24),33.00,10,200,N/A,,30,
3951,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 25,Straight 25,Straight (31/47/71),Straight (25),33.00,10,200,N/A,,30,
3952,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 26,Straight 26,Straight (31/47/71),Straight (26),33.00,10,200,N/A,,30,
3953,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 27,Straight 27,Straight (31/47/71),Straight (27),33.00,10,200,N/A,,30,
3954,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 28,Straight 28,Straight (31/47/71),Straight (28),33.00,10,200,N/A,,30,
3955,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 29,Straight 29,Straight (31/47/71),Straight (29),33.00,10,200,N/A,,30,
3956,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 30,Straight 30,Straight (31/47/71),Straight (30),33.00,10,200,N/A,,30,
3957,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 31,Straight 31,Straight (31/47/71),Straight (31),33.00,10,200,N/A,,30,
3958,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 32,Straight 32,Straight (31/47/71),Straight (32),33.00,10,200,N/A,,30,
3959,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 33,Straight 33,Straight (31/47/71),Straight (33),33.00,10,200,N/A,,30,
3960,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 34,Straight 34,Straight (31/47/71),Straight (34),33.00,10,200,N/A,,30,
3961,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 35,Straight 35,Straight (31/47/71),Straight (35),33.00,10,200,N/A,,30,
3962,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 36,Straight 36,Straight (31/47/71),Straight (36),33.00,10,200,N/A,,30,
3963,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 0,Straight 0,Straight (31/47/71),Straight (0),48.00,10,200,N/A,,30,
3964,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 1,Straight 1,Straight (31/47/71),Straight (1),48.00,10,200,N/A,,30,
3965,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 2,Straight 2,Straight (31/47/71),Straight (2),48.00,10,200,N/A,,30,
3966,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 3,Straight 3,Straight (31/47/71),Straight (3),48.00,10,200,N/A,,30,
3967,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 4,Straight 4,Straight (31/47/71),Straight (4),48.00,10,200,N/A,,30,
3968,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 5,Straight 5,Straight (31/47/71),Straight (5),48.00,10,200,N/A,,30,
3969,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 6,Straight 6,Straight (31/47/71),Straight (6),48.00,10,200,N/A,,30,
3970,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 7,Straight 7,Straight (31/47/71),Straight (7),48.00,10,200,N/A,,30,
3971,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 8,Straight 8,Straight (31/47/71),Straight (8),48.00,10,200,N/A,,30,
3972,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 9,Straight 9,Straight (31/47/71),Straight (9),48.00,10,200,N/A,,30,
3973,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 10,Straight 10,Straight (31/47/71),Straight (10),48.00,10,200,N/A,,30,
3974,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 11,Straight 11,Straight (31/47/71),Straight (11),48.00,10,200,N/A,,30,
3975,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 12,Straight 12,Straight (31/47/71),Straight (12),48.00,10,200,N/A,,30,
3976,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 13,Straight 13,Straight (31/47/71),Straight (13),48.00,10,200,N/A,,30,
3977,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 14,Straight 14,Straight (31/47/71),Straight (14),48.00,10,200,N/A,,30,
3978,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 15,Straight 15,Straight (31/47/71),Straight (15),48.00,10,200,N/A,,30,
3979,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 16,Straight 16,Straight (31/47/71),Straight (16),48.00,10,200,N/A,,30,
3980,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 17,Straight 17,Straight (31/47/71),Straight (17),48.00,10,200,N/A,,30,
3981,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 18,Straight 18,Straight (31/47/71),Straight (18),48.00,10,200,N/A,,30,
3982,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 19,Straight 19,Straight (31/47/71),Straight (19),48.00,10,200,N/A,,30,
3983,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 20,Straight 20,Straight (31/47/71),Straight (20),48.00,10,200,N/A,,30,
3984,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 21,Straight 21,Straight (31/47/71),Straight (21),48.00,10,200,N/A,,30,
3985,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 22,Straight 22,Straight (31/47/71),Straight (22),48.00,10,200,N/A,,30,
3986,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 23,Straight 23,Straight (31/47/71),Straight (23),48.00,10,200,N/A,,30,
3987,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 24,Straight 24,Straight (31/47/71),Straight (24),48.00,10,200,N/A,,30,
3988,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 25,Straight 25,Straight (31/47/71),Straight (25),48.00,10,200,N/A,,30,
3989,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 26,Straight 26,Straight (31/47/71),Straight (26),48.00,10,200,N/A,,30,
3990,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 27,Straight 27,Straight (31/47/71),Straight (27),48.00,10,200,N/A,,30,
3991,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 28,Straight 28,Straight (31/47/71),Straight (28),48.00,10,200,N/A,,30,
3992,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 29,Straight 29,Straight (31/47/71),Straight (29),48.00,10,200,N/A,,30,
3993,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 30,Straight 30,Straight (31/47/71),Straight (30),48.00,10,200,N/A,,30,
3994,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 31,Straight 31,Straight (31/47/71),Straight (31),48.00,10,200,N/A,,30,
3995,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 32,Straight 32,Straight (31/47/71),Straight (32),48.00,10,200,N/A,,30,
3996,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 33,Straight 33,Straight (31/47/71),Straight (33),48.00,10,200,N/A,,30,
3997,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 34,Straight 34,Straight (31/47/71),Straight (34),48.00,10,200,N/A,,30,
3998,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 35,Straight 35,Straight (31/47/71),Straight (35),48.00,10,200,N/A,,30,
3999,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 36,Straight 36,Straight (31/47/71),Straight (36),48.00,10,200,N/A,,30,
4000,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 0,Straight 0,Straight (31/47/71),Straight (0),72.00,10,200,N/A,,30,
4001,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 1,Straight 1,Straight (31/47/71),Straight (1),72.00,10,200,N/A,,30,
4002,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 2,Straight 2,Straight (31/47/71),Straight (2),72.00,10,200,N/A,,30,
4003,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 3,Straight 3,Straight (31/47/71),Straight (3),72.00,10,200,N/A,,30,
4004,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 4,Straight 4,Straight (31/47/71),Straight (4),72.00,10,200,N/A,,30,
4005,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 5,Straight 5,Straight (31/47/71),Straight (5),72.00,10,200,N/A,,30,
4006,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 6,Straight 6,Straight (31/47/71),Straight (6),72.00,10,200,N/A,,30,
4007,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 7,Straight 7,Straight (31/47/71),Straight (7),72.00,10,200,N/A,,30,
4008,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 8,Straight 8,Straight (31/47/71),Straight (8),72.00,10,200,N/A,,30,
4009,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 9,Straight 9,Straight (31/47/71),Straight (9),72.00,10,200,N/A,,30,
4010,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 10,Straight 10,Straight (31/47/71),Straight (10),72.00,10,200,N/A,,30,
4011,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 11,Straight 11,Straight (31/47/71),Straight (11),72.00,10,200,N/A,,30,
4012,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 12,Straight 12,Straight (31/47/71),Straight (12),72.00,10,200,N/A,,30,
4013,FUN88,GD,Roulette,Roulette,Roulette,Roulette,10,2500,Straight 13,Straight 13,Straight (31/47/71),Straight (13),72.00,10,200,N/A,,30,
